"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"37","172068_x_at","cdk-7","171784","Cyclin-dependent kinase 7",-0.277056663443192,9.73902752650624,-2.4288260592744,0.0269398563131403,0.0357312979725812,-5.11535752960156
"38","172084_x_at","madd-2","178619","hypothetical protein",0.442784545991189,5.35894328320561,3.52003652596545,0.00273929351638228,0.00428946825509355,-2.89616385457497
"39","172092_s_at","F53H1.1","176943","hypothetical protein",0.35498943683487,5.60197011293371,2.18698263151276,0.0435032148431408,0.0556126320956153,-5.56143649607025
"40","172100_x_at","mlc-2","181775","Myosin regulatory light chain 2",0.740204502114086,11.1446396464633,6.45599059860731,6.93032780417131e-06,2.13437717454907e-05,3.19380282304482
"41","172152_x_at","unc-11","171952","Phosphatidylinositol-binding clathrin assembly protein unc-11",-0.260305928393778,5.79819152061156,-2.13342986056771,0.0482672534017671,0.0611962440514955,-5.65682906480591
"42","172156_x_at","Y54G2A.36","3565378","hypothetical protein",0.86482697722237,10.5034605910141,7.96220084342685,4.86879967815424e-07,2.07384010805957e-06,5.94450279179732
"43","172159_x_at","fip-5","181237","Fungus-Induced Protein",-1.45550463442428,6.39773672026567,-8.00036397843464,4.56977167460083e-07,1.96250750598203e-06,6.01028625183728
"44","172164_x_at","C06C6.9","182311","hypothetical protein",0.0125407839594605,3.54635258479749,0.076557944126362,0.939898352504494,0.946252083520942,-7.78091340433797
"45","172177_x_at","pbo-1","175385","hypothetical protein",-0.412993220489805,4.85750412875525,-1.97614846470863,0.0651498062055974,0.080879634378488,-5.92900599363639
"46","172184_x_at","clec-174","189943","C-type lectin domain-containing protein",-2.76059755782341,6.98627174158804,-13.2339426005709,3.41448464904787e-10,4.85570139903411e-09,13.4833527176659
"47","172189_at","F46A8.7","185823","hypothetical protein",-0.0705221895517694,5.56563979666616,-0.419986038727115,0.679928365127452,0.707571743705346,-7.69111918248379
"48","172190_x_at","serp-1.1","181669","hypothetical protein",0.125313373016498,7.25807041198295,1.07668519473017,0.297153746208877,0.331584458573995,-7.19090206713284
"49","172193_at","T12D8.5","176797","hypothetical protein",-1.77608860528656,8.87428057532257,-5.71361565318119,2.87275762608834e-05,7.39012911831485e-05,1.72785789731575
"50","172196_x_at","col-65","187138","Col_cuticle_N domain-containing protein",2.09456004179744,7.44585698641965,17.6215853989526,4.13118439033952e-12,1.6725280492928e-10,18.0293363121522
"51","172214_x_at","flp-15","176803","FMRF-Like Peptide",-0.253765403738473,6.60263438955307,-1.30286028116166,0.210561052191717,0.240558791134098,-6.92871564922906
"52","172218_x_at","dod-6","176433","ShKT domain-containing protein",-1.47340378457874,8.84100556677705,-7.0455308635084,2.36335860857142e-06,8.28430288039135e-06,4.30658662324465
"53","172223_x_at","ssp-37","173127","MSP domain-containing protein",0.58589940136589,7.66436357853633,4.85086345329664,0.000163862534506262,0.000342265496108747,-0.056068451118688
"54","172229_x_at","T16A9.5","179924","hypothetical protein",0.0525831090778235,4.23812222811392,0.34040824661511,0.737856156041156,0.759906191823073,-7.72287609758749
"55","172232_x_at","nspa-9","183368","Nematode Specific Peptide family, group A",0.766662072749254,3.92913692597292,4.83915232699646,0.00016787988175515,0.000349156661804974,-0.080770567248277
"56","172236_x_at","nlp-51","174729","Neuropeptide-Like Protein",-1.1039767146642,6.51945929102022,-8.21769608398039,3.19643758822295e-07,1.43478414885788e-06,6.38131602038554
"57","172241_x_at","fipr-24","183286","FIP (Fungus-Induced Protein) Related",-1.91038041332992,6.36275068089495,-8.96274138195033,9.81240312348689e-08,5.28652726420418e-07,7.60791186595319
"58","172242_x_at","F36D1.4","185346","hypothetical protein",0.185372012991359,4.58925406451712,1.12191248121152,0.278004797385923,0.31129967913515,-7.14186139992229
"59","172248_x_at","T20G5.8","188660","ShKT domain-containing protein",-0.614537771066567,7.48076229988106,-3.83720096266736,0.00138998171023482,0.00229917641082078,-2.21936024419029
"60","172252_x_at","H25K10.4","186780","DUF4440 domain-containing protein",-0.110362691865161,5.01078127499449,-0.760999124525335,0.457425244309581,0.491740981895064,-7.48266264606457
"61","172256_x_at","cya-2","186646","CYCLIN domain-containing protein",0.024314910608588,6.15036220536961,0.197035334073828,0.846213075624761,0.861290828741824,-7.76348432960016
"62","172270_x_at","allo-1","177962","Allophagy receptor allo-1",-0.875886559480183,10.1999979905474,-8.29945809965102,2.79858146715051e-07,1.27821300306874e-06,6.51932854246914
"63","172286_x_at","W09C3.8","189312","hypothetical protein",0.102472099013501,4.9025915027935,0.691196480849122,0.499078165645549,0.532128854702618,-7.53466229641474
"64","172303_x_at","W05H9.3","189229","ncRNA",-0.832428824052183,7.54396902001963,-5.82673428490962,2.30214989142014e-05,6.0759272450772e-05,1.95569233059016
"65","172304_x_at","C32E8.4","171947","hypothetical protein",0.267347128344955,4.24287910975146,1.88919055408421,0.0766203803657525,0.09400029012215,-6.0739863654951
"66","172310_x_at","Y9D1A.1","174214","hypothetical protein",0.528750358403221,6.14303175430963,4.22203353354606,0.000612317124104622,0.00110058724461908,-1.39451814316007
"67","172318_x_at","scrm-1","173053","Phospholipid scramblase",-0.621280683983301,7.15148217081361,-5.55919449748516,3.89710982776448e-05,9.63875918254917e-05,1.41438611220806
"68","172333_x_at","msd-2","260109","MSP domain-containing protein",-0.005578333000539,3.74498972243691,-0.0354699690051757,0.972131722672124,0.975406468609903,-7.78335009486092
"69","172343_x_at","nlp-31","178804","QWGYGGY-amide",-3.23856890977566,8.62114282620357,-19.1294893759663,1.1354703881494e-12,6.07039938279873e-11,19.3474902591447
"70","172347_at","C36A4.10","175494","hypothetical protein",-0.16505315533528,4.33930160288108,-1.21012349699103,0.243328908456724,0.275130571655244,-7.04127718052705
"71","172352_at","C33A12.4","177784","hypothetical protein",-2.15581273823431,6.14098533242535,-9.24372623675658,6.3942137311284e-08,3.72921276346929e-07,8.05286783705559
"72","172360_x_at","abu-15","182136","Activated in Blocked Unfolded protein response",0.338495028256289,4.37440557599164,1.60515955718221,0.127477216202344,0.151447291043811,-6.51676487638592
"73","172363_x_at","F53A9.6","186145","hypothetical protein",-1.4569814881459,8.80151670633799,-8.37556804132953,2.4747189553064e-07,1.15431521740802e-06,6.64703484413148
"74","172375_x_at","nlp-29","178805","QWGYGGY-amide",-2.90721324783334,8.36252786696286,-12.9998728319662,4.47011516521604e-10,5.96625106039291e-09,13.2044910960442
"75","172385_x_at","nlp-50","174115","Neuropeptide-Like Protein",-0.106048355641612,6.1346629979248,-0.719617203717378,0.481857310624715,0.515745632778507,-7.51405634814705
"76","172386_x_at","nlp-30","3565444","QWGYGGY-amide",-2.54215210046301,7.3143209579718,-16.1942119747155,1.54369727926933e-11,4.40905318805007e-10,16.6776057359553
"77","172390_x_at","sdz-37","191391","SKN-1 Dependent Zygotic transcript",0.878751654955924,5.78217974728173,5.45565377408838,4.7894685749171e-05,0.000115579189568312,1.20266811839171
"78","172400_x_at","ilys-5","180928","Invertebrate LYSozyme",3.36406593225027,11.0438845015035,22.610112518095,7.98257024002212e-14,8.11885802460787e-12,22.0327581988425
"79","172403_x_at","math-27","173545","pseudo",-0.744661642142762,4.30826878479628,-4.53315626801068,0.000317617196981886,0.000613461654198455,-0.729653306515607
"80","172405_x_at","cnc-3","178636","CaeNaCin (Caenorhabditis bacteriocin)",-0.374811948530434,8.17329952293463,-2.52773755153461,0.0220537816426053,0.0296181222060109,-4.92646046480135
"81","172407_x_at","atf-7","175587","BZIP domain-containing protein",0.568445289009405,9.21297423601187,5.64373988068276,3.29658738212188e-05,8.31625492041636e-05,1.58635647271003
"82","172422_x_at","K10D6.2","179548","hypothetical protein",-1.98730354278722,5.60277428993198,-12.4452365702806,8.60364639526454e-10,1.05521192553686e-08,12.5262077940665
"83","172427_x_at","nlp-28","181845","QWGYGGY-amide",-2.31154489370147,8.6740019612264,-13.444347885442,2.68924497613274e-10,4.00505412516912e-09,13.7304099930772
"84","172437_x_at","cnc-2","178637","CaeNaCin (Caenorhabditis bacteriocin)",-3.20463845098325,8.55373588568342,-16.5699355471201,1.08047424023187e-11,3.38510399700471e-10,17.0440285553402
"85","172462_x_at","F07C6.4","178235","DUF3338 domain-containing protein;FERM domain-containing protein",-0.649593538890189,7.44436882670188,-6.20805701394528,1.10511069787422e-05,3.20021639592742e-05,2.71204321498291
"86","172473_at","F28F5.4","3896752","hypothetical protein",-0.662648812685953,4.8275941188869,-5.87567247301951,2.09293899868992e-05,5.60176869354104e-05,2.05377816639103
"87","172475_x_at","col-145","179297","Putative cuticle collagen 145",2.30504851744423,5.96108564642919,15.1794169790966,4.20298928733819e-11,9.08107011823847e-10,15.6469152191568
"88","172490_at","F39F10.4","181738","hypothetical protein",0.667152842471972,2.98593916210188,3.42690845747161,0.00334260395436745,0.00516425249936205,-3.09355216735628
"89","172493_x_at","ash-2","174838","B30.2/SPRY domain-containing protein;Set1/Ash2 histone methyltransferase complex subunit ash-2",-0.100961507128961,8.60211075174075,-0.824598825718848,0.421392415774531,0.455943532376698,-7.43123824242787
"90","172515_x_at","W08A12.2","178786","hypothetical protein",-1.57696833905863,8.32976223842851,-10.2658953144757,1.44955204833062e-08,1.05675385341585e-07,9.59495926882584
"91","172516_x_at","Y39G8B.1","175047","Aldo_ket_red domain-containing protein",0.228224491070812,8.33881113197766,1.39302578956895,0.182147232871401,0.209879513974507,-6.81284189484833
"92","172531_x_at","Y46H3C.5","178653","hypothetical protein",0.455245424847591,5.23224555946888,2.92171827611771,0.00976008124172209,0.0139286580349011,-4.14444751341497
"93","172540_x_at","twk-17","181024","TWiK family of potassium channels",0.247598283386945,4.01673459879807,1.51231585681969,0.149420987657458,0.174925749166648,-6.65025454454434
"94","172558_s_at","zgpa-1","177568","Zinc finger G-PAtch domain-containing protein homolog",0.157143364546552,6.08739378538247,0.954061730760311,0.353858778466233,0.388567356272455,-7.31494109417409
"95","172564_x_at","nlp-61","184956","Neuropeptide-Like Protein",-1.4661435975293,5.72300538564532,-9.17951041740164,7.04603391591088e-08,4.0471021252546e-07,7.95200647508743
"96","172568_x_at","Y43F8B.2","180278","DUF727 domain-containing protein",-0.539954736024995,9.56590530132993,-3.94345728245329,0.00110775397269981,0.00187854171051574,-1.9917007331382
"97","172570_x_at","Y51A2D.14","180214","hypothetical protein",-1.330886311642,9.41509120739657,-11.3048221801296,3.57576690086909e-09,3.35077482620766e-08,11.0485368787604
"98","172583_x_at","fbxa-24","173727","FTH domain-containing protein",-1.21248548396811,4.57113558203924,-6.74456508655852,4.06889252848132e-06,1.33495529848679e-05,3.74430873628649
"99","172587_x_at","abu-8","178904","Activated in Blocked Unfolded protein response",0.165764123436722,4.94375792386627,1.0708484656046,0.299693703899712,0.333971872063549,-7.19710360846273
"100","172588_x_at","flp-21","182944","FMRF-Like Peptide",-0.500839702981125,4.66441391481402,-3.73129007168474,0.00174327883160102,0.00282858861002966,-2.44594969454388
"101","172592_x_at","T20D4.15","188650","DUF19 domain-containing protein",-0.737484116253907,4.60321960608385,-5.18962037857534,8.18455858478235e-05,0.000185285609655496,0.653364557566653
"102","172594_x_at","fbxa-60","188448","F-box domain-containing protein",-1.32022620602565,7.6966770703451,-9.53183194406232,4.16037795366477e-08,2.5932400697731e-07,8.49945150426195
"103","172609_x_at","cin-4","191525","DNA topoisomerase-like protein cin-4",0.588709826832264,7.77418642866044,5.3968761118194,5.38740058843562e-05,0.00012784713572003,1.08195088446105
"104","172610_x_at","ZC239.14","191124","BTB domain-containing protein",-1.55051793373054,5.23320742214993,-8.84346909297106,1.1801316664142e-07,6.12845460641e-07,7.41616810129845
"105","172622_x_at","W04E12.7","189193","hypothetical protein",0.854721203900782,4.47411049083315,5.11238706456146,9.57722363178099e-05,0.000213224893457164,0.492543803854573
"106","172635_x_at","nspe-7","189661","Nematode Specific Peptide family, group E",-2.2305851213592,4.83660552590132,-10.4563531893299,1.11274321180858e-08,8.39084845070844e-08,9.86965861935299
"107","172655_x_at","F47B7.1","180666","UPF0057 membrane protein F47B7.1",-0.521889468684339,8.48293289135724,-4.12924628037127,0.000745665408548277,0.00131365642317124,-1.59336531138884
"108","172659_x_at","T23F2.5","180823","UPF0057 membrane protein T23F2.5",0.305256834761392,10.1369685566026,2.53246474988667,0.0218427012455233,0.029372481197624,-4.91734815932531
"109","172660_s_at","Y38E10A.24","174898","hypothetical protein",0.532201691020312,8.47782912842415,5.53782580805896,4.06606817912565e-05,9.99145804770417e-05,1.37079086739468
"110","172661_x_at","his-31","191677","Histone H4",-0.314221080375433,6.78729888418372,-2.41994533418965,0.0274253271032543,0.0362943871852016,-5.13214664610055
"111","172663_x_at","Y57G11C.20","353433","hypothetical protein",-1.59138814873228,4.54075771954305,-11.1821384553532,4.19611121733822e-09,3.79120944456116e-08,10.882464744674
"112","172669_x_at","ssp-10","177834","Sperm-specific class P protein 10",0.682346316530158,6.64010094640926,6.11166399903529,1.32792574767275e-05,3.78499683376305e-05,2.52258687543902
"113","172673_x_at","vit-4","180646","Vitellogenin-4",2.05321173898381,9.73227406788598,9.87069856987188,2.53903947658411e-08,1.72439651748465e-07,9.01257230792632
"114","172692_x_at","C50F4.6","3565041","hypothetical protein",1.64838350045108,7.20929551999696,9.20160935362316,6.81418228267133e-08,3.94150175338435e-07,7.98677140764707
"115","172700_x_at","col-157","188426","Col_cuticle_N domain-containing protein",1.84826829645548,10.007658109182,14.0691158661339,1.34775217741034e-10,2.30333056549227e-09,14.4446109375742
"116","172701_x_at","col-125","178029","Col_cuticle_N domain-containing protein",2.41523914473014,9.85696506563214,21.2327523342058,2.17378580288265e-13,1.81293735960413e-11,21.023885746057
"117","172703_x_at","col-160","179804","Col_cuticle_N domain-containing protein",4.78417040179026,9.74167832984129,32.0824486797248,2.85121251056848e-16,1.9815926948451e-13,27.569900949143
"118","172705_x_at","col-159","179803","Col_cuticle_N domain-containing protein",5.66775134155657,9.00508276519193,34.58316454766,8.43456217776429e-17,1.75860621406385e-13,28.7261334807564
"119","172706_x_at","F53F1.4","179822","hypothetical protein",0.781926873677503,6.18811369210932,4.61073158693821,0.000269988811329007,0.000531313517339291,-0.56457658198053
"120","172707_x_at","tat-4","174031","GyrI-like domain-containing protein;Phospholipid-transporting ATPase",-0.853455701996311,4.09158580497746,-7.27673724750121,1.56999097859229e-06,5.74286173748231e-06,4.73027468233122
"121","172709_x_at","col-147","179351","Col_cuticle_N domain-containing protein",2.90585910198598,9.2138127979565,14.5798525849406,7.81072118884276e-11,1.50790311840159e-09,15.0078919528094
"122","172710_x_at","col-146","188178","Col_cuticle_N domain-containing protein",2.81547597730917,9.33768196462585,22.438054197923,9.01800506428779e-14,8.74536770187909e-12,21.9102463223166
"123","172717_x_at","slo-2","181332","SLOwpoke potassium channel family",-0.443770345033817,4.80924015032717,-3.01206887804452,0.00807061052249233,0.0116774621369858,-3.95968591112306
"124","172724_x_at","msp-33","173844","Major sperm protein 33",0.21046800917846,4.10412138341233,1.31690484036607,0.205916848122271,0.235511041324704,-6.91107680602935
"125","172729_x_at","col-73","184366","Col_cuticle_N domain-containing protein",2.35999307556477,8.02522685907502,15.2296353888631,3.99428396836066e-11,8.6750854937833e-10,15.6993919420059
"126","172741_x_at","F41F3.3","178856","hypothetical protein",0.389841794459127,7.02444597849834,2.40360987442199,0.0283399029155373,0.0373773415842227,-5.16295268286458
"127","172742_x_at","nrf-6","174287","Nose resistant to fluoxetine protein 6",0.461217333469762,7.95308058396974,4.01850996297857,0.000943892357230335,0.00162310562047443,-1.83079339684652
"128","172744_at","mtl-1","179060","Metallothionein-1",-0.775770926431273,9.15902010894821,-2.89684094263052,0.0102827496531637,0.0146245109323644,-4.19501380829733
"129","172761_x_at","his-1","191667","Histone H4",-0.559582201869276,8.45007061903409,-4.07588321338814,0.000835309484444489,0.00145377318452985,-1.70777396795655
"130","172772_x_at","skr-13","178493","SKp1 Related (ubiquitin ligase complex component)",0.89505743443207,8.63780812394643,7.74449835287574,7.01475089161643e-07,2.82896626866929e-06,5.5655990632283
"131","172782_x_at","skr-9","178494","SKp1 Related (ubiquitin ligase complex component)",1.80638411200795,8.64420230151835,13.2268060005902,3.44244117805198e-10,4.86609481778873e-09,13.4749134768134
"132","172787_x_at","his-64","178066","Histone H4",-0.557962764768277,8.64701280810334,-3.3254609837727,0.0041506448452009,0.00629846761444241,-3.30756429916864
"133","172790_x_at","cyp-13B1","181462","Putative cytochrome P450 cyp-13B1",-0.623592130946361,3.96221865423868,-4.54412961362911,0.000310391224223158,0.000600617821350612,-0.706281848175685
"134","172793_x_at","cpr-3","180033","Cathepsin B-like cysteine proteinase 3",-3.15128693814325,8.71593592492797,-18.4160142002568,2.06700325944425e-12,9.36891694769838e-11,18.7369193328462
"135","172799_x_at","cut-2","179823","Cuticlin-2",0.0987145276511185,6.3539651351383,0.654616865986671,0.521760196200011,0.55452508647927,-7.56002873881114
"136","172801_x_at","col-43","179187","Col_cuticle_N domain-containing protein",3.0941332834251,9.20854394579303,20.2885881958361,4.47671692757158e-13,3.16405247253788e-11,20.2929596659077
"137","172802_x_at","col-102","182802","Col_cuticle_N domain-containing protein",0.310972030697015,6.26474562399711,1.65730051977191,0.116399084954974,0.139158309708212,-6.43925646433207
"138","172803_x_at","col-107","176961","Col_cuticle_N domain-containing protein",1.31162983433605,6.290837021821,7.72712799320082,7.22405772070999e-07,2.90494895808685e-06,5.53509836106156
"139","172804_x_at","col-124","177901","Col_cuticle_N domain-containing protein",3.8807485489751,10.2847201690128,34.6029836242915,8.35643030820278e-17,1.75860621406385e-13,28.7348985100958
"140","172809_x_at","dpy-4","178414","Col_cuticle_N domain-containing protein",1.88068247969752,9.21709412081318,13.8789755349165,1.65843341702395e-10,2.67014183358682e-09,14.2302556981016
"141","172820_x_at","sqt-3","179693","Cuticle collagen 1",1.61660286054692,11.5299466447717,12.1150266149483,1.28517029894542e-09,1.46026162032763e-08,12.1102042469824
"142","172821_x_at","col-133","186083","Col_cuticle_N domain-containing protein",4.41318802966303,9.20949442942664,33.2549958776943,1.5929124740997e-16,1.90812197634158e-13,28.1247682660606
"143","172826_x_at","col-17","173839","COLlagen",2.66243887099148,10.0632248947617,17.780525012179,3.58868810642299e-12,1.51159892967514e-10,18.1733361154411
"144","172844_x_at","fipr-21","181238","FIP (Fungus-Induced Protein) Related",-0.588926656511683,8.70396705885075,-4.22943882031967,0.000602777250657379,0.00108671903815014,-1.37865526402214
"145","172855_x_at","lin-28","172626","Protein lin-28",-0.350742910108602,5.82272159743891,-3.21056963877696,0.00530084579558014,0.00790011685760156,-3.54839992095481
"146","172872_x_at","T23F2.3","188805","UPF0057 membrane protein T23F2.3",-2.12710871039278,9.32438770993313,-16.5470192894881,1.10401473283607e-11,3.38510399700471e-10,17.0219041977142
"147","172882_x_at","msp-3","173825","Major sperm protein 3",0.116092303521586,4.64081111000654,0.675993740157582,0.508434931775157,0.540998638811535,-7.54536319860908
"148","172887_x_at","msp-64","173983","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142",0.218786220978759,4.30043542422385,1.07323693399176,0.298652411315388,0.333167617759542,-7.19456939445716
"149","172888_x_at","math-20","173562","MATH (meprin-associated Traf homology) domain containing",-0.63638378116749,6.67806227380077,-3.86972782053007,0.00129664674888642,0.0021610779148107,-2.14969660585004
"150","172889_x_at","msp-45","173884","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142",0.179498537624189,5.16686727822509,1.31944910519197,0.205084282475864,0.234623170898313,-6.90786503184543
"151","172895_x_at","dpy-13","177187","Cuticle collagen dpy-13",2.71033980164134,10.4482104700455,21.4850338655388,1.80130252317959e-13,1.53294520850182e-11,21.2136071832575
"152","172896_x_at","msp-49","173888","Major sperm protein 49",0.254586180624782,5.08998077158156,1.65425787148555,0.117022097172855,0.1398630396133,-6.44382827556154
"153","172898_x_at","EEED8.12","173922","Putative RNA-binding protein EEED8.12",0.682704579926268,7.23149104027686,4.50371728212566,0.000337861791022379,0.00064776260623601,-0.79238538370425
"154","172902_x_at","col-34","177188","Cuticle collagen 34",2.23211868162574,7.99817221796948,12.8913888148218,5.07152074665329e-10,6.68629349383262e-09,13.0737837307275
"155","172903_x_at","msp-55","177272","Major sperm protein 55/57",-0.0292258915431862,5.10254814931036,-0.137966036564375,0.891941468496074,0.904082626064324,-7.77394351323187
"156","172920_x_at","kpc-1","173051","Furin-like protease kpc-1",-0.867794572339995,6.17945790293638,-5.99873062512044,1.64938630196533e-05,4.57309898882676e-05,2.29911229439187
"157","172932_x_at","unc-52","175126","Basement membrane proteoglycan;Ig-like domain-containing protein",1.17551182315716,6.72223631671198,7.77327960450065,6.68178923054753e-07,2.71041450305284e-06,5.6160486833811
"158","172933_x_at","gsp-3","172082","Serine/threonine-protein phosphatase PP1-gamma",0.0201802963474691,4.12397878986251,0.10701582899417,0.916070334805702,0.925166698023681,-7.77795447182966
"159","172942_x_at","srp-6","179125","SERPIN domain-containing protein",-1.00947261390854,7.76636946040537,-7.23312248668594,1.69498615559023e-06,6.16224260576397e-06,4.65089922683228
"160","172945_s_at","F13C5.1","180411","hypothetical protein",0.863495019408772,5.64490288609935,4.05392672037382,0.000875288601994319,0.00151324770742799,-1.75485263186988
"161","172952_s_at","C29A12.1","179501","hypothetical protein",-0.259746894361971,10.0251603683346,-2.12184719815527,0.0493587180317985,0.0624282238982711,-5.67728600560007
