"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"42","172156_x_at","Y54G2A.36","3565378","hypothetical protein",0.394139690694782,10.5034605910141,3.6287251211303,0.00217102998713237,0.00501840080174168,-2.65731345072744
"43","172159_x_at","fip-5","181237","Fungus-Induced Protein",-0.499391921802951,6.39773672026567,-2.74497040258062,0.014113321933683,0.024159504295344,-4.49286314133915
"44","172164_x_at","C06C6.9","182311","hypothetical protein",0.0702315391668575,3.54635258479749,0.428743710825875,0.673669764774916,0.717160129061118,-7.67946831843542
"45","172177_x_at","pbo-1","175385","hypothetical protein",0.1926725424864,4.85750412875525,0.921926874669863,0.369887187807596,0.426203253152162,-7.33748906596561
"46","172184_x_at","clec-174","189943","C-type lectin domain-containing protein",-1.61661282745079,6.98627174158804,-7.7498298530332,6.95178762882321e-07,7.51930602110179e-06,5.58187197115521
"47","172189_at","F46A8.7","185823","hypothetical protein",-0.611451251423642,5.56563979666616,-3.64142109869743,0.00211285026550329,0.00492486618622064,-2.63024592376095
"48","172190_x_at","serp-1.1","181669","hypothetical protein",0.262261456523689,7.25807041198295,2.25333514365023,0.0382029262354803,0.0573250098603645,-5.43377120025559
"49","172193_at","T12D8.5","176797","hypothetical protein",-1.19973506643945,8.87428057532257,-3.85950624021534,0.00132527753280265,0.00337387503772104,-2.16404055026066
"50","172196_x_at","col-65","187138","Col_cuticle_N domain-containing protein",2.5024287446266,7.44585698641965,21.0529948763799,2.48848341574944e-13,3.34741156247586e-11,20.8890863661281
"51","172214_x_at","flp-15","176803","FMRF-Like Peptide",0.22473343399948,6.60263438955307,1.15380686529177,0.265063206582349,0.318809798514103,-7.09849674696803
"52","172218_x_at","dod-6","176433","ShKT domain-containing protein",-2.016563906132,8.84100556677705,-9.64281712019095,3.53424235069615e-08,6.79160857253592e-07,8.67539774975042
"53","172223_x_at","ssp-37","173127","MSP domain-containing protein",0.166019369835925,7.66436357853633,1.37453168888544,0.187708126460857,0.234213910036438,-6.82937902140878
"54","172229_x_at","T16A9.5","179924","hypothetical protein",-0.102700935633141,4.23812222811392,-0.664856948128864,0.515352621374216,0.569880782585649,-7.54530497487338
"55","172232_x_at","nspa-9","183368","Nematode Specific Peptide family, group A",0.490841533468272,3.92913692597292,3.09817980215432,0.00672806512180614,0.0129052583063163,-3.77447669309845
"56","172236_x_at","nlp-51","174729","Neuropeptide-Like Protein",-1.32547880909031,6.51945929102022,-9.86649616262385,2.5544431145233e-08,5.1960335437615e-07,9.01268990417977
"57","172241_x_at","fipr-24","183286","FIP (Fungus-Induced Protein) Related",-0.632481795966809,6.36275068089495,-2.96735180411578,0.00886770101782459,0.0163187613611335,-4.04370490981985
"58","172242_x_at","F36D1.4","185346","hypothetical protein",0.166158907492448,4.58925406451712,1.00563051116533,0.329153201784779,0.384796425972114,-7.25664241431618
"59","172248_x_at","T20G5.8","188660","ShKT domain-containing protein",-0.796829077317702,7.48076229988106,-4.97543592358562,0.0001267580174981,0.000499132136890537,0.213410897828665
"60","172252_x_at","H25K10.4","186780","DUF4440 domain-containing protein",-0.406974952898733,5.01078127499449,-2.80627064840055,0.0124249397130286,0.0216877348695393,-4.37024583725995
"61","172256_x_at","cya-2","186646","CYCLIN domain-containing protein",0.327691044514244,6.15036220536961,2.65543704717799,0.0169815825402726,0.0283961557256968,-4.67012102739421
"62","172270_x_at","allo-1","177962","Allophagy receptor allo-1",-0.482661569330066,10.1999979905474,-4.57345694783129,0.000291890601172193,0.0009808088693699,-0.636385788666527
"63","172286_x_at","W09C3.8","189312","hypothetical protein",0.153673988447491,4.9025915027935,1.03656430419133,0.314932590001216,0.370247786948145,-7.2251911739656
"64","172303_x_at","W05H9.3","189229","ncRNA",0.282537117525331,7.54396902001963,1.97766903533026,0.0649637498311783,0.0914889688605247,-5.91872925719863
"65","172304_x_at","C32E8.4","171947","hypothetical protein",0.67575933907743,4.24287910975146,4.77520805300005,0.00019166405810986,0.000696201326061078,-0.208393709385361
"66","172310_x_at","Y9D1A.1","174214","hypothetical protein",0.367246548933994,6.14303175430963,2.93243724573699,0.00954292498851184,0.0173017379139541,-4.11497830900165
"67","172318_x_at","scrm-1","173053","Phospholipid scramblase",-0.366271965477064,7.15148217081361,-3.2773867714804,0.00459838150795202,0.00938123820360074,-3.4009442647105
"68","172333_x_at","msd-2","260109","MSP domain-containing protein",-0.0556624961093757,3.74498972243691,-0.353931364721235,0.727884705598104,0.76571120644402,-7.71018188789601
"69","172343_x_at","nlp-31","178804","QWGYGGY-amide",-0.192929221070216,8.62114282620357,-1.13958899365578,0.270775266444918,0.32483684150613,-7.11448154369084
"70","172347_at","C36A4.10","175494","hypothetical protein",-0.250385917107198,4.33930160288108,-1.83575940121577,0.0845310838142699,0.115774842555587,-6.15327478295436
"71","172352_at","C33A12.4","177784","hypothetical protein",-1.12527694444187,6.14098533242535,-4.82497938270559,0.00017287692804714,0.000642710524105897,-0.103246501422349
"72","172360_x_at","abu-15","182136","Activated in Blocked Unfolded protein response",0.0739651206698504,4.37440557599164,0.350746127507236,0.730228931123134,0.767209534588932,-7.71136140491531
"73","172363_x_at","F53A9.6","186145","hypothetical protein",-0.00239091745115871,8.80151670633799,-0.0137443694077853,0.989199192677627,0.990148975867908,-7.77615567227695
"74","172375_x_at","nlp-29","178805","QWGYGGY-amide",-0.120721416281823,8.36252786696286,-0.539816974529868,0.596553630301307,0.645131908287461,-7.62331924619079
"75","172385_x_at","nlp-50","174115","Neuropeptide-Like Protein",0.244249564393729,6.1346629979248,1.65741550139826,0.116375597264351,0.153668853892446,-6.43136175357506
"76","172386_x_at","nlp-30","3565444","QWGYGGY-amide",-0.235213748600049,7.3143209579718,-1.49837663273684,0.15297372738192,0.196216685076164,-6.66205210139532
"77","172390_x_at","sdz-37","191391","SKN-1 Dependent Zygotic transcript",0.304697504349065,5.78217974728173,1.89168814668197,0.076267261036653,0.105344312197033,-6.06216994390644
"78","172400_x_at","ilys-5","180928","Invertebrate LYSozyme",1.48193423208188,11.0438845015035,9.96017926122359,2.23321665407123e-08,4.67965499873219e-07,9.15230303022565
"79","172403_x_at","math-27","173545","pseudo",-0.51313586115483,4.30826878479628,-3.12373420852141,0.00637360051353317,0.0123217033571782,-3.72152280023453
"80","172405_x_at","cnc-3","178636","CaeNaCin (Caenorhabditis bacteriocin)",-0.240536811785665,8.17329952293463,-1.62218396201334,0.123765245792952,0.162500338462409,-6.48393112626588
"81","172407_x_at","atf-7","175587","BZIP domain-containing protein",0.43681680486776,9.21297423601187,4.33688249309039,0.000480160151040415,0.00146364607444337,-1.14116904618322
"82","172422_x_at","K10D6.2","179548","hypothetical protein",-0.714375231457567,5.60277428993198,-4.47368434867741,0.00035987181890831,0.0011588150462144,-0.848949875245194
"83","172427_x_at","nlp-28","181845","QWGYGGY-amide",-0.102618343541458,8.6740019612264,-0.596846167149261,0.558733374607655,0.610245723445239,-7.5896608539967
"84","172437_x_at","cnc-2","178637","CaeNaCin (Caenorhabditis bacteriocin)",-0.161466688424841,8.55373588568342,-0.83488127011197,0.415741936268943,0.472511276707956,-7.41481612656239
"85","172462_x_at","F07C6.4","178235","DUF3338 domain-containing protein;FERM domain-containing protein",-0.877826402529245,7.44436882670188,-8.38924039262845,2.42082868396323e-07,3.2047160673418e-06,6.67667382726748
"86","172473_at","F28F5.4","3896752","hypothetical protein",-0.232513308314488,4.8275941188869,-2.06168338208673,0.0554001800504176,0.079466722717133,-5.77481080933664
"87","172475_x_at","col-145","179297","Putative cuticle collagen 145",2.57928892569003,5.96108564642919,16.9853700762992,7.34348898642118e-12,5.77780171195780e-10,17.4439878111127
"88","172490_at","F39F10.4","181738","hypothetical protein",0.446723445226831,2.98593916210188,2.29464712602644,0.0352124414445478,0.0532592966353879,-5.35811985925935
"89","172493_x_at","ash-2","174838","B30.2/SPRY domain-containing protein;Set1/Ash2 histone methyltransferase complex subunit ash-2",-0.435667277784171,8.60211075174075,-3.5582940061114,0.00252408200127529,0.00569417147772111,-2.80727479082115
"90","172515_x_at","W08A12.2","178786","hypothetical protein",-0.59226254882134,8.32976223842851,-3.85556588188317,0.00133648356362614,0.0033879248998912,-2.17247974466027
"91","172516_x_at","Y39G8B.1","175047","Aldo_ket_red domain-containing protein",0.415741447845237,8.33881113197766,2.53758286818333,0.0216163295754903,0.0348300209929654,-4.89980407222132
"92","172531_x_at","Y46H3C.5","178653","hypothetical protein",0.693271813136538,5.23224555946888,4.44934713497978,0.00037877552846642,0.00120388258666537,-0.900876755291777
"93","172540_x_at","twk-17","181024","TWiK family of potassium channels",0.000224001943322172,4.01673459879807,0.00136819078957479,0.998924792159606,0.999082689778513,-7.77625470164643
"94","172558_s_at","zgpa-1","177568","Zinc finger G-PAtch domain-containing protein homolog",-0.317341164615722,6.08739378538247,-1.92666780190441,0.0714719847710402,0.0993791852268215,-6.00429831317008
"95","172564_x_at","nlp-61","184956","Neuropeptide-Like Protein",-1.12487056364218,5.72300538564532,-7.04280336154143,2.37489197069895e-06,2.01696527857732e-05,4.30861062389106
"96","172568_x_at","Y43F8B.2","180278","DUF727 domain-containing protein",0.138294005326081,9.56590530132993,1.01000410967323,0.327115397793324,0.382736029404646,-7.25224665382581
"97","172570_x_at","Y51A2D.14","180214","hypothetical protein",-0.66442996380046,9.41509120739657,-5.64380482856349,3.29616477475717e-05,0.000168031871769406,1.59380133226605
"98","172583_x_at","fbxa-24","173727","FTH domain-containing protein",-0.554442678133952,4.57113558203924,-3.08413979291698,0.00693096917346951,0.0132335812515421,-3.80352218873258
"99","172587_x_at","abu-8","178904","Activated in Blocked Unfolded protein response",0.0881766999872493,4.94375792386627,0.569627986597888,0.57662461686207,0.627321850329984,-7.60612994360761
"100","172588_x_at","flp-21","182944","FMRF-Like Peptide",-0.297712683482954,4.66441391481402,-2.21797987156867,0.0409477464559177,0.0609611219997061,-5.49793737930003
"101","172592_x_at","T20D4.15","188650","DUF19 domain-containing protein",-0.277689663591662,4.60321960608385,-1.95408132234114,0.0679044663052876,0.0951483953269655,-5.95847741592688
"102","172594_x_at","fbxa-60","188448","F-box domain-containing protein",-0.869608076099665,7.6966770703451,-6.27843774100958,9.67184760840133e-06,6.13875259163372e-05,2.85682305062179
"103","172609_x_at","cin-4","191525","DNA topoisomerase-like protein cin-4",0.201783282015748,7.77418642866044,1.8498066871671,0.0823841514636491,0.113118838196713,-6.13056034261824
"104","172610_x_at","ZC239.14","191124","BTB domain-containing protein",-0.928336097156145,5.23320742214993,-5.2948188502001,6.61500348693112e-05,0.000296129765813385,0.8788294375944
"105","172622_x_at","W04E12.7","189193","hypothetical protein",0.512318574681836,4.47411049083315,3.06435694140334,0.00722707784126353,0.0136737362060204,-3.84438860285039
"106","172635_x_at","nspe-7","189661","Nematode Specific Peptide family, group E",-0.610544844795735,4.83660552590132,-2.86206183031413,0.0110592421278206,0.0196159249991543,-4.25782595368007
"107","172655_x_at","F47B7.1","180666","UPF0057 membrane protein F47B7.1",0.580810975886958,8.48293289135724,4.59543965856615,0.00027876370243075,0.000946616155648394,-0.589625905992525
"108","172659_x_at","T23F2.5","180823","UPF0057 membrane protein T23F2.5",0.409435569593615,10.1369685566026,3.39674997991803,0.00356497521296612,0.0076090638427777,-3.14969482221728
"109","172660_s_at","Y38E10A.24","174898","hypothetical protein",0.315378164275847,8.47782912842415,3.28166814742118,0.00455664321258783,0.00931831924394222,-3.39196290885995
"110","172661_x_at","his-31","191677","Histone H4",-0.136043175439582,6.78729888418372,-1.04772425599202,0.309912052769975,0.364653854416139,-7.21363926086929
"111","172663_x_at","Y57G11C.20","353433","hypothetical protein",-0.728813599664298,4.54075771954305,-5.12112308118083,9.40817449093596e-05,0.000393501380413269,0.518155321408195
"112","172669_x_at","ssp-10","177834","Sperm-specific class P protein 10",0.191268327620699,6.64010094640926,1.71315902754412,0.105458237619324,0.140420928985108,-6.3465520047248
"113","172673_x_at","vit-4","180646","Vitellogenin-4",1.31460124372916,9.73227406788598,6.31987065437848,8.9446408751688e-06,5.80595468327148e-05,2.93750308500211
"114","172692_x_at","C50F4.6","3565041","hypothetical protein",1.2570347084562,7.20929551999696,7.01702142007264,2.486855147673e-06,2.07819358031992e-05,4.260915626757
"115","172700_x_at","col-157","188426","Col_cuticle_N domain-containing protein",2.38073846123683,10.007658109182,18.1223068762999,2.66149295212126e-12,2.46631680229903e-10,18.4821131834664
"116","172701_x_at","col-125","178029","Col_cuticle_N domain-containing protein",3.04770652563604,9.85696506563214,26.792873901273,5.24339216391278e-15,1.68191887103972e-12,24.7401091409586
"117","172703_x_at","col-160","179804","Col_cuticle_N domain-containing protein",5.41764636441372,9.74167832984129,36.3305122631417,3.78548913459299e-17,5.26182989708426e-14,29.4679677479008
"118","172705_x_at","col-159","179803","Col_cuticle_N domain-containing protein",6.16812449018408,9.00508276519193,37.6363131230637,2.13114918696914e-17,5.26182989708426e-14,29.9996977798065
"119","172706_x_at","F53F1.4","179822","hypothetical protein",1.16823755172049,6.18811369210932,6.88866179446161,3.13213664769624e-06,2.5117326578641e-05,4.02212886349226
"120","172707_x_at","tat-4","174031","GyrI-like domain-containing protein;Phospholipid-transporting ATPase",-0.242855832360216,4.09158580497746,-2.07063832015517,0.0544601864335629,0.0782829980792683,-5.75926089452457
"121","172709_x_at","col-147","179351","Col_cuticle_N domain-containing protein",2.99741662875358,9.2138127979565,15.0392331661949,4.84891082851885e-11,2.69599442065648e-09,15.5042305429284
"122","172710_x_at","col-146","188178","Col_cuticle_N domain-containing protein",2.97425197381735,9.33768196462585,23.7034261789636,3.75136268468188e-14,7.11053745232884e-12,22.7895118811709
"123","172717_x_at","slo-2","181332","SLOwpoke potassium channel family",-0.0512779918032455,4.80924015032717,-0.348046788091277,0.732217713268355,0.768187916360461,-7.71235276680969
"124","172724_x_at","msp-33","173844","Major sperm protein 33",0.346146174370825,4.10412138341233,2.16584731467013,0.0453291694055205,0.066721721292277,-5.59154716656626
"125","172729_x_at","col-73","184366","Col_cuticle_N domain-containing protein",2.6468319907425,8.02522685907502,17.0806798426476,6.72891500843749e-12,5.39607222792006e-10,17.5335332202193
"126","172741_x_at","F41F3.3","178856","hypothetical protein",0.722066805627684,7.02444597849834,4.45197751669237,0.000376684583767382,0.0011999806832009,-0.895263121049588
"127","172742_x_at","nrf-6","174287","Nose resistant to fluoxetine protein 6",0.414239428578728,7.95308058396974,3.60919928633017,0.00226364747757073,0.00518940412757889,-2.69892194873268
"128","172744_at","mtl-1","179060","Metallothionein-1",-0.951377109728401,9.15902010894821,-3.55257985243261,0.00255512168571408,0.00574385845252168,-2.81942558005673
"129","172761_x_at","his-1","191667","Histone H4",-0.187963879141781,8.45007061903409,-1.36909075584981,0.189369968295226,0.235934498891871,-6.83647033471407
"130","172772_x_at","skr-13","178493","SKp1 Related (ubiquitin ligase complex component)",0.536562409632129,8.63780812394643,4.64261458288176,0.000252588934505843,0.000873379649161996,-0.489377309525134
"131","172782_x_at","skr-9","178494","SKp1 Related (ubiquitin ligase complex component)",1.78948716081617,8.64420230151835,13.1030822067805,3.9675017832216e-10,1.67115984202364e-08,13.3333617923342
"132","172787_x_at","his-64","178066","Histone H4",-0.284963301779664,8.64701280810334,-1.69838276263627,0.108262247985314,0.143820826409289,-6.36922516676332
"133","172790_x_at","cyp-13B1","181462","Putative cytochrome P450 cyp-13B1",-0.438549905609845,3.96221865423868,-3.19572283587293,0.00547075169360346,0.0108944768683507,-3.57176975689226
"134","172793_x_at","cpr-3","180033","Cathepsin B-like cysteine proteinase 3",-1.20107966969563,8.71593592492797,-7.01906893498793,2.47776548069874e-06,2.07475543263328e-05,4.26470666836531
"135","172799_x_at","cut-2","179823","Cuticlin-2",0.457514234732165,6.3539651351383,3.0339661406592,0.0077062439666557,0.0144156438582174,-3.90702835169268
"136","172801_x_at","col-43","179187","Col_cuticle_N domain-containing protein",3.5921679859104,9.20854394579303,23.5542590834117,4.15032074479013e-14,7.52471195903254e-12,22.6885682830989
"137","172802_x_at","col-102","182802","Col_cuticle_N domain-containing protein",0.533622553190958,6.26474562399711,2.84389863867547,0.011487063530453,0.0202476615653892,-4.29450784901484
"138","172803_x_at","col-107","176961","Col_cuticle_N domain-containing protein",1.9530957128748,6.290837021821,11.5061583392504,2.75818458522943e-09,8.84740747723593e-08,11.3239034063295
"139","172804_x_at","col-124","177901","Col_cuticle_N domain-containing protein",3.93340608831272,10.2847201690128,35.0725084977534,6.713107557787e-17,5.59873170319435e-14,28.9332001110328
"140","172809_x_at","dpy-4","178414","Col_cuticle_N domain-containing protein",2.50788221044783,9.21709412081318,18.5075557511738,1.91183493828744e-12,1.85403527736247e-10,18.819639910147
"141","172820_x_at","sqt-3","179693","Cuticle collagen 1",1.87577429940175,11.5299466447717,14.0572902074416,1.36515696730921e-10,6.39629725132516e-09,14.4363857060313
"142","172821_x_at","col-133","186083","Col_cuticle_N domain-containing protein",4.91822725040566,9.20949442942664,37.0606522628251,2.73873013264996e-17,5.26182989708426e-14,29.7681210063879
"143","172826_x_at","col-17","173839","COLlagen",3.29975949080007,10.0632248947617,22.0367336127784,1.20269329493919e-13,1.79115394282015e-11,21.6219179204403
"144","172844_x_at","fipr-21","181238","FIP (Fungus-Induced Protein) Related",0.537745675952616,8.70396705885075,3.86187721711306,0.00131858026520701,0.0033619915942033,-2.15896235729765
"145","172855_x_at","lin-28","172626","Protein lin-28",-0.582081737502524,5.82272159743891,-5.32815888746973,6.18508533171037e-05,0.000280650770764225,0.94770790637465
"146","172872_x_at","T23F2.3","188805","UPF0057 membrane protein T23F2.3",-1.03349067849461,9.32438770993313,-8.03964090269683,4.28201533612693e-07,5.0583580599573e-06,6.0846475522494
"147","172882_x_at","msp-3","173825","Major sperm protein 3",0.183164082984723,4.64081111000654,1.06654592736507,0.301576140592882,0.356310631111083,-7.19391179801417
"148","172887_x_at","msp-64","173983","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142",0.0586562489143914,4.30043542422385,0.28773316922207,0.777143341983223,0.806944157387959,-7.7325307100496
"149","172888_x_at","math-20","173562","MATH (meprin-associated Traf homology) domain containing",-0.790334283032259,6.67806227380077,-4.80587132022411,0.000179856065272885,0.000661375478119866,-0.14359214739484
"150","172889_x_at","msp-45","173884","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142",0.183436538517063,5.16686727822509,1.34839637029575,0.195799187625987,0.24343548372104,-6.86323701253785
"151","172895_x_at","dpy-13","177187","Cuticle collagen dpy-13",3.19040341987488,10.4482104700455,25.2905283238774,1.32661621414477e-14,3.4574935081148e-12,23.8235923190545
"152","172896_x_at","msp-49","173888","Major sperm protein 49",0.136411753863431,5.08998077158156,0.886380466677083,0.388183494835074,0.444460508913306,-7.36990869864521
"153","172898_x_at","EEED8.12","173922","Putative RNA-binding protein EEED8.12",0.506637109673755,7.23149104027686,3.34222205869823,0.00400490915296955,0.00836277975357187,-3.26468325992803
"154","172902_x_at","col-34","177188","Cuticle collagen 34",2.52375356834781,7.99817221796948,14.5756983220396,7.84493157461186e-11,3.94136923688331e-09,15.0082129365812
"155","172903_x_at","msp-55","177272","Major sperm protein 55/57",0.151751449573025,5.10254814931036,0.716369798661284,0.483806970580195,0.538424090557622,-7.50869702767068
"156","172920_x_at","kpc-1","173051","Furin-like protease kpc-1",-0.44408659071051,6.17945790293638,-3.0698000619169,0.00714439199842598,0.0135541922809083,-3.8331515321568
"157","172932_x_at","unc-52","175126","Basement membrane proteoglycan;Ig-like domain-containing protein",1.76701556456201,6.72223631671198,11.6847025935942,2.19755592047362e-09,7.33104655070001e-08,11.5596320642565
"158","172933_x_at","gsp-3","172082","Serine/threonine-protein phosphatase PP1-gamma",0.0963520498233876,4.12397878986251,0.510953571225955,0.616170444267255,0.662907830906722,-7.63911188549282
"159","172942_x_at","srp-6","179125","SERPIN domain-containing protein",-0.402826258570165,7.76636946040537,-2.88635038627747,0.0105112149805713,0.0187796771503781,-4.20865224467594
"160","172945_s_at","F13C5.1","180411","hypothetical protein",0.664515106192698,5.64490288609935,3.1197580582817,0.00642752442814771,0.0124144404193497,-3.72976950890367
"161","172952_s_at","C29A12.1","179501","hypothetical protein",-0.421751693450831,10.0251603683346,-3.44524869590473,0.0032141663023964,0.00697350337200467,-3.04715058416102
"162","172965_x_at","C35D6.4","183235","hypothetical protein",0.378920285781403,4.63718403021298,3.21080365279866,0.00529820979762055,0.0106167875329542,-3.54029586633919
"163","172966_x_at","F38C2.7","185463","hypothetical protein",0.763154818075757,6.14915533255717,5.6702813516058,3.12846273807106e-05,0.000161138142544243,1.64748077171439
