"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098857","membrane microdomain","19/575","48/11817",2.61531054759527e-13,5.63480545254618e-12,4.75511008653686e-12,"F35E12.10/lec-5/T19D12.4/lec-2/F53C11.1/F54E2.1/B0024.4/nep-22/F57F4.4/K08D8.6/ZK6.11/C29F3.7/hpo-6/pho-1/lec-4/nep-17/tag-10/act-4/dod-19",19
"GO:0005615","extracellular space","47/575","306/11817",1.59357680298008e-12,3.14731418588565e-11,2.65596133830013e-11,"mig-17/ttr-18/ttr-31/tep-1/cri-2/pvf-1/ttr-35/cwn-1/lon-1/tag-196/cpr-1/ttr-32/timp-1/cest-26/gpx-5/ttr-24/srp-1/F13D2.1/W01F3.2/ttr-17/ttr-16/ttr-8/scl-2/F26E4.3/srp-8/F26E4.7/cpr-3/scl-5/ttr-54/Y47G6A.19/sod-4/emb-9/ttr-21/scl-12/srp-6/ttr-6/ttr-20/ttr-14/mec-5/ttr-44/cpr-4/ttr-29/srp-2/ttr-26/mnr-1/let-2/ttr-25",47
"GO:0055120","striated muscle dense body","22/575","96/11817",7.97570877239368e-10,1.45403306081331e-08,1.2270321188298e-08,"gsnl-1/zig-12/C46G7.2/aldo-1/spon-1/F15G9.1/F42H10.3/unc-23/cysl-1/alp-1/eva-1/set-18/gyg-1/upb-1/unc-95/hsp-25/mlp-1/sgca-1/pat-2/unc-52/atn-1/pxl-1",22
"GO:0036379","myofilament","12/575","27/11817",1.39782351879337e-09,2.36631552824305e-08,1.99689074113338e-08,"tni-3/unc-87/mup-2/F15G9.1/mlc-3/unc-27/C04F12.8/tnt-2/tni-1/lev-11/act-4/atn-1",12
"GO:0005865","striated muscle thin filament","10/575","19/11817",4.27586946363228e-09,6.755873752539e-08,5.70115928484304e-08,"tni-3/unc-87/mup-2/F15G9.1/unc-27/tnt-2/tni-1/lev-11/act-4/atn-1",10
"GO:0031672","A band","13/575","38/11817",1.31912244194734e-08,1.9539501171345e-07,1.64890305243418e-07,"C46G7.2/spon-1/unc-23/eva-1/unc-95/unc-15/hsp-25/unc-82/F21C10.7/ttn-1/pat-2/unc-52/pxl-1",13
"GO:0015629","actin cytoskeleton","23/575","124/11817",2.51033708758694e-08,3.49970523387121e-07,2.95333775010229e-07,"gsnl-1/tag-273/tni-3/unc-87/act-5/mup-2/ifb-2/F15G9.1/alp-1/mlc-3/unc-27/C04F12.8/unc-15/tnt-2/tni-1/hum-4/lev-11/exc-5/sma-1/act-4/atn-1/mig-10/pxl-1",23
"GO:0031430","M band","11/575","32/11817",1.66854812823308e-07,2.19692170217356e-06,1.85394236470342e-06,"spon-1/unc-23/eva-1/unc-95/hsp-25/unc-82/F21C10.7/ttn-1/pat-2/unc-52/pxl-1",11
"GO:0005604","basement membrane","9/575","27/11817",3.06040379254369e-06,3.81745104648871e-05,3.22147767636178e-05,"mig-17/spon-1/emb-9/mig-18/fbl-1/mig-6/him-4/unc-52/let-2",9
"GO:0031012","extracellular matrix","17/575","97/11817",3.78802585238466e-06,4.48881063507582e-05,3.78802585238466e-05,"mig-17/cri-2/zmp-4/spon-1/timp-1/F26E4.7/zmp-1/emb-9/mua-3/mig-18/fbl-1/mig-6/him-4/unc-52/mec-5/dpy-13/let-2",17
"GO:0062023","collagen-containing extracellular matrix","11/575","48/11817",1.43549855417153e-05,0.000162006265399359,0.000136714148016337,"mig-17/spon-1/emb-9/mua-3/mig-18/fbl-1/mig-6/him-4/unc-52/dpy-13/let-2",11
"GO:0005764","lysosome","16/575","110/11817",7.93310607019074e-05,0.000854611881197821,0.000721191460926431,"nuc-1/Y37H2C.1/tag-196/ncr-1/cpr-1/cup-16/W03G11.3/cdr-4/F11E6.6/spp-10/cpr-3/vps-18/haf-9/lipl-1/cpr-4/asah-1",16
"GO:0000323","lytic vacuole","16/575","111/11817",8.86095479426295e-05,0.000913063602713182,0.000770517808196778,"nuc-1/Y37H2C.1/tag-196/ncr-1/cpr-1/cup-16/W03G11.3/cdr-4/F11E6.6/spp-10/cpr-3/vps-18/haf-9/lipl-1/cpr-4/asah-1",16
"GO:0005773","vacuole","20/575","163/11817",0.000125560041549625,0.00123990541030255,0.00104633367958021,"mrp-2/nuc-1/Y37H2C.1/tag-196/ncr-1/cpr-1/bgal-1/sqst-1/cup-16/W03G11.3/cdr-4/F11E6.6/spp-10/cpr-3/vps-18/bgal-2/haf-9/lipl-1/cpr-4/asah-1",20
"GO:0044430","cytoskeletal part","35/575","379/11817",0.000200271433935563,0.00178720089076022,0.00150818640570483,"atat-2/tbb-6/tni-3/unc-87/mua-6/act-5/mup-2/ifb-1/ifb-2/F15G9.1/alp-1/mlc-3/tba-4/ifd-2/unc-27/tba-7/C04F12.8/unc-15/tnt-2/tni-1/hum-4/lev-11/mua-3/H03A11.2/cls-1/C18B2.5/sma-1/mec-7/ajm-1/act-4/atn-1/yap-1/mig-10/ifc-2/pxl-1",35
"GO:0005882","intermediate filament","6/575","19/11817",0.000203605164770152,0.00178720089076022,0.00150818640570483,"mua-6/ifb-1/ifb-2/ifd-2/mua-3/ifc-2",6
"GO:0031674","I band","6/575","19/11817",0.000203605164770152,0.00178720089076022,0.00150818640570483,"unc-87/alp-1/F21C10.7/mlp-1/lev-11/ttn-1",6
"GO:0030054","cell junction","23/575","211/11817",0.000244536216712492,0.00206982440574502,0.00174668726223209,"mua-6/lon-1/F42H10.3/alp-1/eva-1/unc-95/mup-4/rig-6/sup-1/mua-3/lev-1/eff-1/rig-3/vab-9/inx-15/ajm-1/him-4/dlk-1/glr-6/ifc-2/let-805/glc-2/pxl-1",23
"GO:0045111","intermediate filament cytoskeleton","6/575","20/11817",0.000278989583653161,0.00228001832157928,0.00192406609415973,"mua-6/ifb-1/ifb-2/ifd-2/mua-3/ifc-2",6
"GO:0099513","polymeric cytoskeletal fiber","18/575","153/11817",0.0004535551877726,0.00358308598340354,0.00302370125181733,"atat-2/tbb-6/unc-87/mua-6/ifb-1/ifb-2/alp-1/tba-4/ifd-2/tba-7/lev-11/mua-3/H03A11.2/cls-1/sma-1/mec-7/mig-10/ifc-2",18
"GO:0005856","cytoskeleton","41/575","492/11817",0.000518809007266837,0.00396637853942711,0.0033471548855925,"atat-2/gsnl-1/tbb-6/tag-273/tni-3/unc-87/mua-6/act-5/mup-2/ifb-1/ifb-2/F15G9.1/alp-1/mlc-3/tba-4/ifd-2/unc-27/tba-7/C04F12.8/unc-15/hpo-28/tnt-2/tni-1/mup-4/hum-4/lev-11/mua-3/H03A11.2/max-1/cls-1/C18B2.5/exc-5/sma-1/mec-7/ajm-1/act-4/atn-1/yap-1/mig-10/ifc-2/pxl-1",41
"GO:0098805","whole membrane","27/575","280/11817",0.000540950897645547,0.00400641758568734,0.00338094311028467,"Y41C4A.32/mrp-2/F35E12.10/lec-5/T19D12.4/lec-2/F53C11.1/F54E2.1/B0024.4/nep-22/F57F4.4/K08D8.6/ZK6.11/C29F3.7/hpo-6/pho-1/lec-4/prx-13/nep-17/vps-18/tag-10/C01A2.4/act-4/haf-9/kmo-1/unc-13/dod-19",27
"GO:0030055","cell-substrate junction","7/575","35/11817",0.00127252508381928,0.009139043783793,0.00771227323526836,"mua-6/F42H10.3/unc-95/mup-4/mua-3/let-805/pxl-1",7
"GO:0045177","apical part of cell","11/575","84/11817",0.0024198510163903,0.0168677850260148,0.0142344177434724,"ifb-1/trx-3/ifb-2/alp-1/pgp-1/sid-2/lec-10/exc-5/sma-1/ajm-1/dcar-1",11
"GO:0030056","hemidesmosome","4/575","15/11817",0.00492767222522785,0.0333673804965428,0.028158127001302,"mua-6/mup-4/mua-3/let-805",4
"GO:0070161","anchoring junction","8/575","56/11817",0.00539889798829703,0.0355427450896221,0.0299938777127613,"lon-1/F42H10.3/alp-1/unc-95/ajm-1/him-4/ifc-2/pxl-1",8
