"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008038","neuron recognition","9/510","31/9266",2.92853545526874e-05,0.00187304246826563,0.00173400125640912,"mup-2/spon-1/zig-6/zig-4/zig-7/rig-6/rig-3/zig-1/mnr-1",9
"GO:0006520","cellular amino acid metabolic process","25/510","189/9266",3.81759749068403e-05,0.00234400485927999,0.00217000278417829,"cth-1/T21F4.1/cysl-1/hpd-1/gst-42/qdpr-1/upb-1/pah-1/F08F3.4/haly-1/cdo-1/sup-18/tatn-1/gta-1/Y53G8B.1/cth-2/cysl-3/M04B2.4/aass-1/fah-1/W07E11.1/kmo-1/tdo-2/C10C5.3/prdh-1",25
"GO:0008037","cell recognition","9/510","34/9266",6.57011402589787e-05,0.00387889424221278,0.00359095301010612,"mup-2/spon-1/zig-6/zig-4/zig-7/rig-6/rig-3/zig-1/mnr-1",9
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","8/510","28/9266",9.30204845859223e-05,0.00528838680886632,0.00489581497820643,"fmi-1/zig-6/zig-4/zig-7/rig-6/rig-3/him-4/zig-1",8
"GO:0006570","tyrosine metabolic process","5/510","10/9266",9.90822441934337e-05,0.00543183017274717,0.00502861013763667,"hpd-1/gst-42/pah-1/sup-18/fah-1",5
"GO:0044282","small molecule catabolic process","21/510","159/9266",0.00016095343728657,0.00851943193913398,0.00788701053854337,"C01B10.3/T21F4.1/dhs-21/ZK909.3/hpd-1/gst-42/C54E4.5/qdpr-1/pah-1/F08F3.4/haly-1/cdo-1/acox-1.5/gta-1/Y53G8B.1/cdd-1/M04B2.4/fah-1/kmo-1/tdo-2/prdh-1",21
"GO:0006749","glutathione metabolic process","12/510","65/9266",0.000188263116324635,0.00945511678000393,0.00875323686131,"gst-24/T03D8.6/gst-42/gst-28/gst-36/gst-27/gst-26/gst-22/Y53G8B.1/gst-38/gst-13/gst-5",12
"GO:0051146","striated muscle cell differentiation","10/510","47/9266",0.000190950241159688,0.00945511678000393,0.00875323686131,"mup-2/pat-10/pat-9/unc-27/unc-15/tnt-2/unc-82/mlp-1/pat-2/unc-52",10
"GO:0006984","ER-nucleus signaling pathway","8/510","31/9266",0.000203962823543966,0.00978384169187461,0.00905755959816953,"F22E5.6/tbb-6/T20D4.7/sdz-35/F57B9.3/cbp-3/Y58A7A.5/gst-38",8
"GO:0050832","defense response to fungus","8/510","32/9266",0.000259023582854589,0.0120485212024786,0.0111541255774704,"tir-1/nipi-3/cnc-6/elt-3/cnc-4/sma-3/dcar-1/nlp-31",8
"GO:0031032","actomyosin structure organization","11/510","58/9266",0.000271095486017529,0.0122391638540267,0.0113306162886583,"unc-87/mup-2/frm-2/pat-10/unc-27/unc-15/tnt-2/unc-82/mlp-1/pat-2/unc-52",11
"GO:0051346","negative regulation of hydrolase activity","14/510","88/9266",0.000291775099332647,0.012796422213589,0.0118465077924533,"tep-1/cri-2/unc-87/tag-196/spon-1/timp-1/srp-1/F13D2.1/srp-8/rcan-1/F46C5.6/srp-6/mig-6/srp-2",14
"GO:0009620","response to fungus","8/510","33/9266",0.000325669879625703,0.0138862018118182,0.0128553899852251,"tir-1/nipi-3/cnc-6/elt-3/cnc-4/sma-3/dcar-1/nlp-31",8
"GO:0030239","myofibril assembly","9/510","42/9266",0.000376701227744841,0.0156280103942792,0.0144678992163737,"mup-2/pat-10/unc-27/unc-15/tnt-2/unc-82/mlp-1/pat-2/unc-52",9
"GO:0010033","response to organic substance","41/510","432/9266",0.000414534216644686,0.0166429580391118,0.0154075044421744,"F22E5.6/tbb-6/jun-1/T20D4.7/cri-2/rrf-2/pmk-3/lon-1/sdz-35/unc-64/kgb-2/timp-1/cdr-4/kgb-1/F57B9.3/cbp-3/pmk-2/hsp-60/arf-1.1/calu-1/sma-5/nhr-3/Y58A7A.5/nhr-31/dhs-28/gst-38/vhp-1/lec-8/sma-3/nhr-6/C14B1.3/unc-52/daf-22/erd-2.1/C04F12.1/F41B4.3/dcar-1/nhr-97/flp-16/ilcr-2/lips-11",41
"GO:0032989","cellular component morphogenesis","28/510","258/9266",0.000432990871205278,0.0166429580391118,0.0154075044421744,"mup-2/cwn-1/pmk-3/spon-1/unc-64/fmi-1/pat-10/zig-6/zig-4/unc-27/zig-7/unc-15/tnt-2/efn-2/unc-82/mlp-1/rig-6/max-1/rig-3/vhp-1/exc-5/mig-6/pat-2/unc-52/dlk-1/zig-1/mig-10/mnr-1",28
"GO:0006941","striated muscle contraction","5/510","13/9266",0.000440622245405066,0.0166429580391118,0.0154075044421744,"mup-2/F19C7.8/tnt-2/egl-19/flp-16",5
"GO:0010927","cellular component assembly involved in morphogenesis","9/510","43/9266",0.00045358788030254,0.0166429580391118,0.0154075044421744,"mup-2/pat-10/unc-27/unc-15/tnt-2/unc-82/mlp-1/pat-2/unc-52",9
"GO:0098609","cell-cell adhesion","10/510","52/9266",0.000455377353513156,0.0166429580391118,0.0154075044421744,"mua-6/fmi-1/zig-6/zig-4/zig-7/rig-6/rig-3/vab-9/him-4/zig-1",10
"GO:0010951","negative regulation of endopeptidase activity","11/510","63/9266",0.000571485137701387,0.0204006903807356,0.0188862897404375,"tep-1/cri-2/tag-196/spon-1/timp-1/srp-1/F13D2.1/srp-8/srp-6/mig-6/srp-2",11
"GO:0045214","sarcomere organization","7/510","28/9266",0.000631470249559698,0.0215622992477374,0.0199616691132834,"mup-2/unc-27/unc-15/tnt-2/mlp-1/pat-2/unc-52",7
"GO:0055001","muscle cell development","9/510","45/9266",0.000646166622407766,0.0215622992477374,0.0199616691132834,"mup-2/pat-10/unc-27/unc-15/tnt-2/unc-82/mlp-1/pat-2/unc-52",9
"GO:0055002","striated muscle cell development","9/510","45/9266",0.000646166622407766,0.0215622992477374,0.0199616691132834,"mup-2/pat-10/unc-27/unc-15/tnt-2/unc-82/mlp-1/pat-2/unc-52",9
"GO:0016054","organic acid catabolic process","16/510","119/9266",0.000778464678984269,0.0248946517133511,0.0230466516804553,"T21F4.1/hpd-1/gst-42/qdpr-1/pah-1/F08F3.4/haly-1/cdo-1/acox-1.5/gta-1/Y53G8B.1/M04B2.4/fah-1/kmo-1/tdo-2/prdh-1",16
"GO:0046395","carboxylic acid catabolic process","16/510","119/9266",0.000778464678984269,0.0248946517133511,0.0230466516804553,"T21F4.1/hpd-1/gst-42/qdpr-1/pah-1/F08F3.4/haly-1/cdo-1/acox-1.5/gta-1/Y53G8B.1/M04B2.4/fah-1/kmo-1/tdo-2/prdh-1",16
"GO:0010332","response to gamma radiation","5/510","15/9266",0.000937804094791938,0.0293781486837883,0.0271973260573387,"parg-2/cyp-14A5/clec-47/ZK970.7/cpr-4",5
"GO:0003012","muscle system process","11/510","67/9266",0.00097748476906628,0.0294203749120929,0.0272364177139211,"tni-3/unc-87/mup-2/pat-10/unc-27/F19C7.8/tnt-2/tni-1/twk-18/egl-19/flp-16",11
"GO:0006936","muscle contraction","11/510","67/9266",0.00097748476906628,0.0294203749120929,0.0272364177139211,"tni-3/unc-87/mup-2/pat-10/unc-27/F19C7.8/tnt-2/tni-1/twk-18/egl-19/flp-16",11
"GO:0010466","negative regulation of peptidase activity","11/510","70/9266",0.00141816584382231,0.0415580151044781,0.0384730467279585,"tep-1/cri-2/tag-196/spon-1/timp-1/srp-1/F13D2.1/srp-8/srp-6/mig-6/srp-2",11
"GO:0044550","secondary metabolite biosynthetic process","4/510","10/9266",0.00145944956275855,0.0415580151044781,0.0384730467279585,"pah-1/acox-1.5/dhs-28/daf-22",4
"GO:0042692","muscle cell differentiation","10/510","60/9266",0.00146197577566242,0.0415580151044781,0.0384730467279585,"mup-2/pat-10/pat-9/unc-27/unc-15/tnt-2/unc-82/mlp-1/pat-2/unc-52",10
"GO:0043086","negative regulation of catalytic activity","15/510","116/9266",0.00167924230113147,0.0468661260406692,0.0433871216560284,"tep-1/cri-2/unc-87/tag-196/spon-1/timp-1/srp-1/F13D2.1/srp-8/rcan-1/F46C5.6/vhp-1/srp-6/mig-6/srp-2",15
"GO:0071310","cellular response to organic substance","34/510","365/9266",0.00175048148310123,0.0474729493003309,0.0439488987179473,"F22E5.6/tbb-6/jun-1/T20D4.7/rrf-2/pmk-3/lon-1/sdz-35/unc-64/kgb-2/cdr-4/kgb-1/F57B9.3/cbp-3/pmk-2/hsp-60/arf-1.1/calu-1/sma-5/nhr-3/Y58A7A.5/nhr-31/gst-38/lec-8/sma-3/nhr-6/unc-52/erd-2.1/C04F12.1/F41B4.3/dcar-1/nhr-97/ilcr-2/lips-11",34
"GO:0045861","negative regulation of proteolysis","11/510","72/9266",0.00179376616248807,0.0474729493003309,0.0439488987179473,"tep-1/cri-2/tag-196/spon-1/timp-1/srp-1/F13D2.1/srp-8/srp-6/mig-6/srp-2",11
"GO:0052548","regulation of endopeptidase activity","11/510","72/9266",0.00179376616248807,0.0474729493003309,0.0439488987179473,"tep-1/cri-2/tag-196/spon-1/timp-1/srp-1/F13D2.1/srp-8/srp-6/mig-6/srp-2",11
"GO:0052547","regulation of peptidase activity","12/510","83/9266",0.00183973709676547,0.0478643465005932,0.0443112414029151,"tep-1/cri-2/tag-196/spon-1/timp-1/srp-1/F13D2.1/srp-8/fbl-1/srp-6/mig-6/srp-2",12
