"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"16","171850_x_at","nuo-4","176001","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;dNK domain-containing protein",0.225735406654442,10.2277533458374,1.46811838775002,0.1609276108208,0.290631501568963,-6.05797621994637
"17","171855_x_at","tcc-1","180167","Transmembrane and Coiled-Coil protein",-0.0488418230571996,6.28269300878192,-0.202463308273861,0.842036661053866,0.899846577274652,-7.10341196910156
"18","171869_at","svh-2","180929","Tyrosine-protein kinase receptor svh-2",-0.51314875297817,3.7887297439154,-3.15552647566343,0.00595812060920287,0.0240283974278298,-3.02857160996374
"19","171872_s_at","Y66D12A.8","176589","hypothetical protein",0.00370217027489339,9.31568722098308,0.019789663259232,0.984449146168263,0.990386716410533,-7.12478179726139
"20","171892_x_at","gln-1","180875","GLutamiNe synthetase (glutamate-ammonia ligase)",0.191935430784848,6.9731722354685,0.887618572255675,0.387536239360293,0.537958095250473,-6.71946237581174
"21","171900_s_at","B0511.6","172954","RNA helicase",0.0246161382069818,9.28641325613419,0.140959436779841,0.889613200240962,0.932316422469166,-7.11452290483914
"22","171911_x_at","F53F4.11","179849","hypothetical protein",0.0664733377917042,7.11533450599706,0.291529694484589,0.77428931322776,0.849680641094673,-7.08031305404205
"23","171925_x_at","C46H3.2","3564865","hypothetical protein",0.219102265377689,6.10974826742291,1.24444892565751,0.230768713530961,0.375199275125345,-6.34520250602857
"24","171970_x_at","H39E23.3","3565355","hypothetical protein",-1.32501960829767,6.96971235714063,-3.02854189700812,0.00779497531472602,0.0295500427840068,-3.28935600622893
"25","171986_x_at","fip-2","179283","Fungus-Induced Protein",-0.376973687753969,7.69028106962767,-2.00471301461572,0.0617337270457145,0.144002574662595,-5.23137139596344
"26","171996_x_at","egl-15","181291","Myoblast growth factor receptor egl-15",-0.66619627759958,4.61143750703515,-3.24341390510231,0.00494323626965028,0.0206339291736153,-2.84657727422974
"27","172001_x_at","lev-11","173319","Tropomyosin ;hypothetical protein",-0.540508576670035,9.04512034257391,-3.41901774693106,0.00339941932137684,0.0156760079166225,-2.47994845184327
"28","172013_x_at","byn-1","175968","Cell adhesion protein byn-1",-0.0805026605422139,9.72358303104734,-0.608462748298115,0.551188125295941,0.683453607637251,-6.93204778340636
"29","172015_x_at","Y82E9BR.17","259490","hypothetical protein",0.356723048703315,5.77987199244146,1.49089803983876,0.154908596044092,0.283726992521027,-6.02664970297859
"30","172023_x_at","klp-11","177685","Kinesin-like protein",-0.612843701468964,6.2796601262256,-2.8120793795209,0.0122754712218077,0.0417185941279039,-3.72665639185168
"31","172026_x_at","vap-1","181768","Venom-Allergen-like Protein",0.430720673643406,3.80743654284143,1.73893744022141,0.100717025556594,0.205474558009294,-5.66280997616096
"32","172032_x_at","rnt-1","172243","Runt domain-containing protein",0.266237594230974,5.76614628479122,1.37350097386722,0.188022034953336,0.324584345003825,-6.18407890264178
"33","172043_x_at","lec-2","174560","Galectin",-0.724485376428014,9.74989067757519,-4.30312470355578,0.000515682716942071,0.00364659596053438,-0.60730709523837
"34","172045_x_at","hil-7","177433","HIstone H1 Like",-0.151149296480421,7.7173004170629,-0.718346251632814,0.482619801241307,0.626759442907583,-6.85723852094635
"35","172047_x_at","kap-1","176041","Kinesin-Associated Protein",0.0631059859252732,5.14978285067328,0.324282252790723,0.749810090124831,0.832456889196099,-7.06974483079614
"36","172063_x_at","oat-1","177649","MFS domain-containing protein",-0.779605573354528,6.59586996810771,-4.38545895466524,0.000433356386727986,0.00317034409237843,-0.432973635269581
"37","172068_x_at","cdk-7","171784","Cyclin-dependent kinase 7",0.124446412307179,9.73902752650624,0.771427642800884,0.451390018592494,0.596823791932542,-6.81693191472338
"38","172084_x_at","madd-2","178619","hypothetical protein",0.109922064032119,5.35894328320561,0.617909101236897,0.545093103091348,0.67933001789926,-6.92607966503823
"39","172092_s_at","F53H1.1","176943","hypothetical protein",0.190764208695715,5.60197011293371,0.831020622470143,0.417857710357385,0.564819012055201,-6.76850847740263
"40","172100_x_at","mlc-2","181775","Myosin regulatory light chain 2",-0.338550357953327,11.1446396464633,-2.08794688499794,0.0526844013467931,0.127803347071627,-5.08850138515317
"41","172152_x_at","unc-11","171952","Phosphatidylinositol-binding clathrin assembly protein unc-11",-0.0363271595995531,5.79819152061156,-0.210528431263212,0.835840161233876,0.895761595507903,-7.10166112528208
"42","172156_x_at","Y54G2A.36","3565378","hypothetical protein",0.470687286527587,10.5034605910141,3.06423006934316,0.00722901627272497,0.0281454502238243,-3.21634686800283
"43","172159_x_at","fip-5","181237","Fungus-Induced Protein",-0.956112712621329,6.39773672026567,-3.71612443529059,0.00180076300939305,0.00967678060459924,-1.85326168081596
"44","172164_x_at","C06C6.9","182311","hypothetical protein",-0.0576907552073971,3.54635258479749,-0.249032943870609,0.80641705967469,0.875476918135645,-7.09236564539607
"45","172177_x_at","pbo-1","175385","hypothetical protein",-0.605665762976205,4.85750412875525,-2.04924872486404,0.056729930198793,0.135515546031242,-5.1553533084767
"46","172184_x_at","clec-174","189943","C-type lectin domain-containing protein",-1.14398473037262,6.98627174158804,-3.8778533125755,0.00127433160816761,0.00743211581266986,-1.5102004547923
"47","172189_at","F46A8.7","185823","hypothetical protein",0.540929061871872,5.56563979666616,2.2778985760571,0.0363975639728146,0.0962701453489112,-4.75031215747522
"48","172190_x_at","serp-1.1","181669","hypothetical protein",-0.136948083507191,7.25807041198295,-0.832017157964182,0.417310909951649,0.564812234501258,-6.76767050443626
"49","172193_at","T12D8.5","176797","hypothetical protein",-0.576353538847107,8.87428057532257,-1.31105333896996,0.207841830151629,0.348067848621206,-6.26365236608433
"50","172196_x_at","col-65","187138","Col_cuticle_N domain-containing protein",-0.407868702829159,7.44585698641965,-2.42637291051657,0.0270731436061366,0.0772195682883649,-4.47546391129341
"51","172214_x_at","flp-15","176803","FMRF-Like Peptide",-0.478498837737953,6.60263438955307,-1.73712599837543,0.101044026347202,0.205940171000895,-5.66561048297461
"52","172218_x_at","dod-6","176433","ShKT domain-containing protein",0.543160121553255,8.84100556677705,1.83655872478286,0.0844076036576665,0.180687734729194,-5.50897921126661
"53","172223_x_at","ssp-37","173127","MSP domain-containing protein",0.419880031529965,7.66436357853633,2.45813776426935,0.0253943967810482,0.0734869081033803,-4.4155864603659
"54","172229_x_at","T16A9.5","179924","hypothetical protein",0.155284044710965,4.23812222811392,0.71082983609428,0.487143801374235,0.631062333560286,-6.86272842777387
"55","172232_x_at","nspa-9","183368","Nematode Specific Peptide family, group A",0.275820539280982,3.92913692597292,1.23105347817535,0.235609174809694,0.380662634233407,-6.36118071724278
"56","172236_x_at","nlp-51","174729","Neuropeptide-Like Protein",0.221502094426107,6.51945929102022,1.1658777164297,0.260285335761166,0.407428622418942,-6.43685705471463
"57","172241_x_at","fipr-24","183286","FIP (Fungus-Induced Protein) Related",-1.27789861736311,6.36275068089495,-4.23938062634196,0.000590206176215955,0.00405462892062691,-0.742448593657356
"58","172242_x_at","F36D1.4","185346","hypothetical protein",0.0192131054989115,4.58925406451712,0.0822237695493893,0.935460662876676,0.962702607155907,-7.1214258829708
"59","172248_x_at","T20G5.8","188660","ShKT domain-containing protein",0.182291306251135,7.48076229988106,0.804853659448903,0.432380223426758,0.578634637897812,-6.79018081589613
"60","172252_x_at","H25K10.4","186780","DUF4440 domain-containing protein",0.296612261033572,5.01078127499449,1.44622536389991,0.16689303921027,0.298176509643027,-6.0877343742749
"61","172256_x_at","cya-2","186646","CYCLIN domain-containing protein",-0.303376133905656,6.15036220536961,-1.73835252221658,0.100822513877189,0.205589184776468,-5.66371448445825
"62","172270_x_at","allo-1","177962","Allophagy receptor allo-1",-0.393224990150117,10.1999979905474,-2.63468068116061,0.0177222562610816,0.0556908881753657,-4.07660393420717
"63","172286_x_at","W09C3.8","189312","hypothetical protein",-0.0512018894339903,4.9025915027935,-0.244211929888912,0.810085653290088,0.877417447849264,-7.09361422109292
"64","172303_x_at","W05H9.3","189229","ncRNA",-1.11496594157751,7.54396902001963,-5.51854651085642,4.22499308604517e-05,0.00050627072324162,1.91591335605975
"65","172304_x_at","C32E8.4","171947","hypothetical protein",-0.408412210732475,4.24287910975146,-2.04072254410643,0.0576584084751828,0.137000320992315,-5.16998361030197
"66","172310_x_at","Y9D1A.1","174214","hypothetical protein",0.161503809469227,6.14303175430963,0.911882280102795,0.374997057387131,0.526309485990022,-6.69753738869246
"67","172318_x_at","scrm-1","173053","Phospholipid scramblase",-0.255008718506237,7.15148217081361,-1.61348171642182,0.125650998859399,0.244728942196961,-5.85190025509383
"68","172333_x_at","msd-2","260109","MSP domain-containing protein",0.0500841631088367,3.74498972243691,0.225186212456958,0.824607220552163,0.887986461973977,-7.09830501098059
"69","172343_x_at","nlp-31","178804","QWGYGGY-amide",-3.04563968870544,8.62114282620357,-12.7207805532022,6.19626425531918e-10,1.35853244484184e-07,13.1415135465951
"70","172347_at","C36A4.10","175494","hypothetical protein",0.0853327617719177,4.33930160288108,0.442391390431094,0.663965751343666,0.773370317393343,-7.02245757277917
"71","172352_at","C33A12.4","177784","hypothetical protein",-1.03053579379243,6.14098533242535,-3.12452586484618,0.00636291732825915,0.0254806957927777,-3.09248740866722
"72","172360_x_at","abu-15","182136","Activated in Blocked Unfolded protein response",0.264529907586438,4.37440557599164,0.887004242534648,0.387857308031701,0.538045567030005,-6.7200105321841
"73","172363_x_at","F53A9.6","186145","hypothetical protein",-1.45459057069474,8.80151670633799,-5.91270222150206,1.94777920409976e-05,0.000283994380457902,2.70136672647359
"74","172375_x_at","nlp-29","178805","QWGYGGY-amide",-2.78649183155152,8.36252786696286,-8.81058999075636,1.24209464643521e-07,6.6404290713267e-06,7.83420968221323
"75","172385_x_at","nlp-50","174115","Neuropeptide-Like Protein",-0.350297920035341,6.1346629979248,-1.68081594488947,0.111679470982273,0.223144894104493,-5.7516538049464
"76","172386_x_at","nlp-30","3565444","QWGYGGY-amide",-2.30693835186296,7.3143209579718,-10.3915248255141,1.21704437520618e-08,1.23782318161214e-06,10.1762148843581
"77","172390_x_at","sdz-37","191391","SKN-1 Dependent Zygotic transcript",0.574054150606859,5.78217974728173,2.52010426305484,0.0223987198051568,0.0667161868482171,-4.29776426500573
"78","172400_x_at","ilys-5","180928","Invertebrate LYSozyme",1.88213170016839,11.0438845015035,8.94485358749097,1.00867272939316e-07,5.84189622440204e-06,8.04481025974773
"79","172403_x_at","math-27","173545","pseudo",-0.231525780987932,4.30826878479628,-0.996611895818769,0.333383617686155,0.487109210144102,-6.61682010201321
"80","172405_x_at","cnc-3","178636","CaeNaCin (Caenorhabditis bacteriocin)",-0.134275136744769,8.17329952293463,-0.640323083878312,0.530778743511935,0.668827464407249,-6.9115680866399
"81","172407_x_at","atf-7","175587","BZIP domain-containing protein",0.131628484141645,9.21297423601187,0.9240877208103,0.36879413421082,0.520430301069076,-6.68630652271467
"82","172422_x_at","K10D6.2","179548","hypothetical protein",-1.27292831132966,5.60277428993198,-5.6367386324783,3.34247343981543e-05,0.0004160631117621,2.15344480780571
"83","172427_x_at","nlp-28","181845","QWGYGGY-amide",-2.20892655016001,8.6740019612264,-9.08455558631064,8.14063965565854e-08,5.06663692001434e-06,8.26154283081467
"84","172437_x_at","cnc-2","178637","CaeNaCin (Caenorhabditis bacteriocin)",-3.0431717625584,8.55373588568342,-11.1263635816108,4.51471621032758e-09,6.09352986529445e-07,11.1692420117795
"85","172462_x_at","F07C6.4","178235","DUF3338 domain-containing protein;FERM domain-containing protein",0.228232863639056,7.44436882670188,1.54232955807826,0.142004611506406,0.26659493601418,-5.95458193545618
"86","172473_at","F28F5.4","3896752","hypothetical protein",-0.430135504371465,4.8275941188869,-2.69689754957008,0.0155899184200506,0.0505696324531731,-3.95484877656086
"87","172475_x_at","col-145","179297","Putative cuticle collagen 145",-0.274240408245796,5.96108564642919,-1.27700168153679,0.219328027214663,0.36201962523938,-6.30577967725201
"88","172490_at","F39F10.4","181738","hypothetical protein",0.220429397245141,2.98593916210188,0.800629665540187,0.434754162937861,0.581438376988737,-6.79361928242938
"89","172493_x_at","ash-2","174838","B30.2/SPRY domain-containing protein;Set1/Ash2 histone methyltransferase complex subunit ash-2",0.33470577065521,8.60211075174075,1.93301439975255,0.0706314362165159,0.158168760584618,-5.35160993782201
"90","172515_x_at","W08A12.2","178786","hypothetical protein",-0.984705790237292,8.32976223842851,-4.5327874114259,0.000317863047341942,0.00254901712964596,-0.12181297877659
"91","172516_x_at","Y39G8B.1","175047","Aldo_ket_red domain-containing protein",-0.187516956774425,8.33881113197766,-0.809324071743291,0.429876749931237,0.57657962277686,-6.78652355655431
"92","172531_x_at","Y46H3C.5","178653","hypothetical protein",-0.238026388288947,5.23224555946888,-1.08019672523764,0.295633239133141,0.445096538750659,-6.53100482445914
"93","172540_x_at","twk-17","181024","TWiK family of potassium channels",0.247374281443622,4.01673459879807,1.06840134066788,0.300763311461897,0.451469765585352,-6.54348038588866
"94","172558_s_at","zgpa-1","177568","Zinc finger G-PAtch domain-containing protein homolog",0.474484529162273,6.08739378538247,2.03698338731158,0.0580699284444371,0.137564385918656,-5.17638832610639
"95","172564_x_at","nlp-61","184956","Neuropeptide-Like Protein",-0.341273033887126,5.72300538564532,-1.5108800486079,0.149783731547413,0.276983663216281,-5.99886898465863
"96","172568_x_at","Y43F8B.2","180278","DUF727 domain-containing protein",-0.678248741351076,9.56590530132993,-3.50262614071842,0.00284319389842694,0.0136748772277282,-2.30425382471012
"97","172570_x_at","Y51A2D.14","180214","hypothetical protein",-0.666456347841535,9.41509120739657,-4.00294375770711,0.000975738374163009,0.00606382864420231,-1.24449234915262
"98","172583_x_at","fbxa-24","173727","FTH domain-containing protein",-0.658042805834161,4.57113558203924,-2.5883115471607,0.019490068550896,0.0597160807180283,-4.16660297545897
"99","172587_x_at","abu-8","178904","Activated in Blocked Unfolded protein response",0.0775874234494722,4.94375792386627,0.354416399575219,0.727527979967142,0.817072899666841,-7.05904175810553
"100","172588_x_at","flp-21","182944","FMRF-Like Peptide",-0.20312701949817,4.66441391481402,-1.07007190454084,0.300032828222122,0.450697728273144,-6.5417207207857
"101","172592_x_at","T20D4.15","188650","DUF19 domain-containing protein",-0.459794452662245,4.60321960608385,-2.28787160745713,0.0356874788426377,0.0949086650343108,-4.73212338730115
"102","172594_x_at","fbxa-60","188448","F-box domain-containing protein",-0.450618129925989,7.6966770703451,-2.30049710285159,0.0348070416992279,0.0931015804270559,-4.70903866910593
"103","172609_x_at","cin-4","191525","DNA topoisomerase-like protein cin-4",0.386926544816515,7.77418642866044,2.5081568435111,0.0229489043512599,0.0678220631784222,-4.3205826010869
"104","172610_x_at","ZC239.14","191124","BTB domain-containing protein",-0.622181836574391,5.23320742214993,-2.50927465072264,0.0228968902091837,0.0677610668055553,-4.31844973155833
"105","172622_x_at","W04E12.7","189193","hypothetical protein",0.342402629218946,4.47411049083315,1.44817598815943,0.166354257824298,0.29754571193332,-6.0850969708417
"106","172635_x_at","nspe-7","189661","Nematode Specific Peptide family, group E",-1.62004027656347,4.83660552590132,-5.36997491826643,5.68623484244321e-05,0.000642472845331093,1.61500694905079
"107","172655_x_at","F47B7.1","180666","UPF0057 membrane protein F47B7.1",-1.1027004445713,8.48293289135724,-6.16928459114557,1.18966692381768e-05,0.000204152719025503,3.20203928746764
"108","172659_x_at","T23F2.5","180823","UPF0057 membrane protein T23F2.5",-0.104178734832223,10.1369685566026,-0.61114194703455,0.549455722307273,0.682116809175746,-6.93036401210397
"109","172660_s_at","Y38E10A.24","174898","hypothetical protein",0.216823526744465,8.47782912842415,1.59534438126295,0.129660008575102,0.249853158853132,-5.87839699752232
"110","172661_x_at","his-31","191677","Histone H4",-0.178177904935851,6.78729888418372,-0.970306829680658,0.345941066214937,0.498654706256294,-6.64256442633319
"111","172663_x_at","Y57G11C.20","353433","hypothetical protein",-0.862574549067986,4.54075771954305,-4.28578507195319,0.00053495482145566,0.00373661910464004,-0.644054920064172
"112","172669_x_at","ssp-10","177834","Sperm-specific class P protein 10",0.491077988909459,6.64010094640926,3.11021269242415,0.00655881140278465,0.0261224866758472,-3.12194520193558
"113","172673_x_at","vit-4","180646","Vitellogenin-4",0.738610495254653,9.73227406788598,2.51081449787187,0.0228254206342575,0.0676489012401235,-4.31551088740705
"114","172692_x_at","C50F4.6","3565041","hypothetical protein",0.391348791994877,7.20929551999696,1.54473694191188,0.141423356558542,0.266006042782644,-5.95116376450408
"115","172700_x_at","col-157","188426","Col_cuticle_N domain-containing protein",-0.532470164781351,10.007658109182,-2.86603884873275,0.0109676485385189,0.0384026015027927,-3.61861133099062
"116","172701_x_at","col-125","178029","Col_cuticle_N domain-containing protein",-0.632467380905906,9.85696506563214,-3.93159966429477,0.00113614893882272,0.00676488987083299,-1.39605488734053
"117","172703_x_at","col-160","179804","Col_cuticle_N domain-containing protein",-0.633475962623453,9.74167832984129,-3.00383456674571,0.00821193775010876,0.0307670983090328,-3.33976229892205
"118","172705_x_at","col-159","179803","Col_cuticle_N domain-containing protein",-0.500373148627505,9.00508276519193,-2.15890206163799,0.0459444322093838,0.11576331257591,-4.96407015973738
"119","172706_x_at","F53F1.4","179822","hypothetical protein",-0.386310678042988,6.18811369210932,-1.61073989680948,0.126250189752713,0.245202350789541,-5.85591972923427
"120","172707_x_at","tat-4","174031","GyrI-like domain-containing protein;Phospholipid-transporting ATPase",-0.610599869636095,4.09158580497746,-3.68126785505439,0.00194018492510582,0.010208144878712,-1.92707326409564
"121","172709_x_at","col-147","179351","Col_cuticle_N domain-containing protein",-0.0915575267676019,9.2138127979565,-0.324831124150327,0.749402118383417,0.832225521613541,-7.06955826639871
"122","172710_x_at","col-146","188178","Col_cuticle_N domain-containing protein",-0.158775996508185,9.33768196462585,-0.894753108517252,0.383820479712532,0.534758236017795,-6.71307112408451
"123","172717_x_at","slo-2","181332","SLOwpoke potassium channel family",-0.392492353230572,4.80924015032717,-1.8837480850367,0.0773949053384971,0.168442982913117,-5.43263523855286
"124","172724_x_at","msp-33","173844","Major sperm protein 33",-0.135678165192365,4.10412138341233,-0.60029298041769,0.556488870646824,0.68757291573252,-6.93713849037464
"125","172729_x_at","col-73","184366","Col_cuticle_N domain-containing protein",-0.286838915177729,8.02522685907502,-1.30888608554872,0.208558406468529,0.348572567123754,-6.26636042908273
"126","172741_x_at","F41F3.3","178856","hypothetical protein",-0.332225011168557,7.02444597849834,-1.44841465021249,0.166288435280284,0.29754571193332,-6.08477409171088
"127","172742_x_at","nrf-6","174287","Nose resistant to fluoxetine protein 6",0.0469779048910342,7.95308058396974,0.28942635507014,0.775870084491529,0.850967451954149,-7.08095373788895
"128","172744_at","mtl-1","179060","Metallothionein-1",0.175606183297129,9.15902010894821,0.463677429808934,0.648953325846261,0.76100544678822,-7.01241923163449
"129","172761_x_at","his-1","191667","Histone H4",-0.371618322727494,8.45007061903409,-1.91399130198996,0.0731777169737819,0.161969787569358,-5.38305322790734
"130","172772_x_at","skr-13","178493","SKp1 Related (ubiquitin ligase complex component)",0.358495024799941,8.63780812394643,2.19336304821524,0.0429654649149373,0.109114487634159,-4.90280289078133
"131","172782_x_at","skr-9","178494","SKp1 Related (ubiquitin ligase complex component)",0.0168969511917787,8.64420230151835,0.0874859335969291,0.931341095891629,0.960652245784912,-7.12095544080651
"132","172787_x_at","his-64","178066","Histone H4",-0.272999462988613,8.64701280810334,-1.15051804368651,0.266376368960358,0.41354782522885,-6.45418553908255
"133","172790_x_at","cyp-13B1","181462","Putative cytochrome P450 cyp-13B1",-0.185042225336516,3.96221865423868,-0.953467576349296,0.354150720091216,0.50653241767804,-6.65872249338448
"134","172793_x_at","cpr-3","180033","Cathepsin B-like cysteine proteinase 3",-1.95020726844762,8.71593592492797,-8.05885728188356,4.14820078731925e-07,1.73058747059845e-05,6.61215535109665
"135","172799_x_at","cut-2","179823","Cuticlin-2",-0.358799707081046,6.3539651351383,-1.68245400693224,0.111356937215695,0.222713874431391,-5.7491788294298
"136","172801_x_at","col-43","179187","Col_cuticle_N domain-containing protein",-0.498034702485298,9.20854394579303,-2.30917802972818,0.0342134735665363,0.0918674724870937,-4.69312875872908
"137","172802_x_at","col-102","182802","Col_cuticle_N domain-containing protein",-0.222650522493943,6.26474562399711,-0.839051576419908,0.413464242764858,0.560697851164051,-6.76172913299345
"138","172803_x_at","col-107","176961","Col_cuticle_N domain-containing protein",-0.641465878538748,6.290837021821,-2.6721779840014,0.0164058872419924,0.0524707490324382,-4.0033565172788
"139","172804_x_at","col-124","177901","Col_cuticle_N domain-containing protein",-0.0526575393376216,10.2847201690128,-0.332004221960705,0.744077500745443,0.82896157577037,-7.06709146582386
"140","172809_x_at","dpy-4","178414","Col_cuticle_N domain-containing protein",-0.627199730750307,9.21709412081318,-3.27290045818144,0.00464252288140548,0.019754408587205,-2.78527497645596
"141","172820_x_at","sqt-3","179693","Cuticle collagen 1",-0.259171438854828,11.5299466447717,-1.37338775710371,0.188056541373919,0.324584345003825,-6.18422583896708
"142","172821_x_at","col-133","186083","Col_cuticle_N domain-containing protein",-0.505039220742625,9.20949442942664,-2.69100543679188,0.0157808000025043,0.0508909479902403,-3.96642658425172
"143","172826_x_at","col-17","173839","COLlagen",-0.637320619808593,10.0632248947617,-3.00959396362835,0.00811283644328163,0.0305408176371267,-3.32802275058947
"144","172844_x_at","fipr-21","181238","FIP (Fungus-Induced Protein) Related",-1.1266723324643,8.70396705885075,-5.72142443879215,2.82902732934335e-05,0.000369813290387517,2.32259839515743
"145","172855_x_at","lin-28","172626","Protein lin-28",0.231338827393921,5.82272159743891,1.49736171751838,0.153235123541929,0.281906938571026,-6.01769401132527
"146","172872_x_at","T23F2.3","188805","UPF0057 membrane protein T23F2.3",-1.09361803189817,9.32438770993313,-6.01562494741997,1.59658045278298e-05,0.000252187139700947,2.90323727421304
"147","172882_x_at","msp-3","173825","Major sperm protein 3",-0.067071779463137,4.64081111000654,-0.276162099981651,0.785862009587943,0.858314452588193,-7.0848882404218
"148","172887_x_at","msp-64","173983","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142",0.160129972064368,4.30043542422385,0.555435038716207,0.58606996095712,0.709820429041879,-6.9639133889658
"149","172888_x_at","math-20","173562","MATH (meprin-associated Traf homology) domain containing",0.153950501864768,6.67806227380077,0.661953416797362,0.517164915248371,0.657945364401367,-6.8970980139822
"150","172889_x_at","msp-45","173884","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142",-0.00393800089287399,5.16686727822509,-0.0204688074516857,0.98391554772321,0.990141492994742,-7.12476738822069
"151","172895_x_at","dpy-13","177187","Cuticle collagen dpy-13",-0.480063618233538,10.4482104700455,-2.69089093725905,0.0157845314761406,0.0508909479902403,-3.96665147607099
"152","172896_x_at","msp-49","173888","Major sperm protein 49",0.118174426761351,5.08998077158156,0.542971320059998,0.594428753109525,0.715993038840762,-6.97099769156843
"153","172898_x_at","EEED8.12","173922","Putative RNA-binding protein EEED8.12",0.176067470252513,7.23149104027686,0.821301148801317,0.423214965178521,0.569843850434109,-6.77663301100724
"154","172902_x_at","col-34","177188","Cuticle collagen 34",-0.291634886722073,7.99817221796948,-1.19098667417069,0.250555958425914,0.396748595489335,-6.4081117581002
"155","172903_x_at","msp-55","177272","Major sperm protein 55/57",-0.180977341116211,5.10254814931036,-0.604106662498736,0.554011080544692,0.686137869281664,-6.93477031659374
"156","172920_x_at","kpc-1","173051","Furin-like protease kpc-1",-0.423707981629485,6.17945790293638,-2.07106666286576,0.0544155898256773,0.130936531779039,-5.11775208778726
"157","172932_x_at","unc-52","175126","Basement membrane proteoglycan;Ig-like domain-containing protein",-0.591503741404852,6.72223631671198,-2.76579371967699,0.0135163759744877,0.0451809147122086,-3.81876984186155
"158","172933_x_at","gsp-3","172082","Serine/threonine-protein phosphatase PP1-gamma",-0.0761717534759185,4.12397878986251,-0.285627116709279,0.778727984242134,0.853204333759773,-7.0820993587744
"159","172942_x_at","srp-6","179125","SERPIN domain-containing protein",-0.606646355338372,7.76636946040537,-3.07363202847133,0.00708673743021499,0.0277190273338134,-3.19707460583594
"160","172945_s_at","F13C5.1","180411","hypothetical protein",0.198979913216074,5.64490288609935,0.660556995737306,0.518037801265239,0.658082503331546,-6.89804594993197
"161","172952_s_at","C29A12.1","179501","hypothetical protein",0.16200479908886,10.0251603683346,0.935786173291083,0.362914708263767,0.514746371925139,-6.67541601013037
"162","172965_x_at","C35D6.4","183235","hypothetical protein",0.413331190527217,4.63718403021298,2.47656124982979,0.0244662873853991,0.0712958898652091,-4.38069418106685
"163","172966_x_at","F38C2.7","185463","hypothetical protein",0.216331112148722,6.14915533255717,1.13656935797372,0.272000203567739,0.419157741639864,-6.46975278151013
"164","172971_s_at","Y54G2A.11","177058","hypothetical protein",-0.578813617273983,7.77177119814487,-3.65302898562755,0.00206102185793187,0.0105973626973809,-1.98682740825964
